GEOID,new_district
1400000US26001000100,10.0
1400000US26001970100,10.0
1400000US26001970400,10.0
1400000US26001970500,10.0
1400000US26001970600,10.0
1400000US26001990000,10.0
1400000US26003000100,1.0
1400000US26003000200,1.0
1400000US26003000300,1.0
1400000US26003990000,1.0
1400000US26005030200,4.0
1400000US26005030301,4.0
1400000US26005030302,4.0
1400000US26005030402,4.0
1400000US26005030403,4.0
1400000US26005030404,4.0
1400000US26005030501,4.0
1400000US26005030502,4.0
1400000US26005030600,4.0
1400000US26005030702,4.0
1400000US26005030703,4.0
1400000US26005030704,4.0
1400000US26005030801,4.0
1400000US26005030802,4.0
1400000US26005030901,2.0
1400000US26005030902,4.0
1400000US26005031001,2.0
1400000US26005031002,4.0
1400000US26005031101,4.0
1400000US26005031102,4.0
1400000US26005031200,4.0
1400000US26005031300,4.0
1400000US26005031800,4.0
1400000US26005031900,4.0
1400000US26005032000,4.0
1400000US26005032100,4.0
1400000US26005032200,4.0
1400000US26005032401,4.0
1400000US26005032402,4.0
1400000US26005032600,4.0
1400000US26005990000,4.0
1400000US26007000101,1.0
1400000US26007000102,1.0
1400000US26007000200,1.0
1400000US26007000300,1.0
1400000US26007000400,1.0
1400000US26007000500,1.0
1400000US26007000600,1.0
1400000US26007000700,1.0
1400000US26007000800,1.0
1400000US26007000900,1.0
1400000US26007990000,1.0
1400000US26009960100,1.0
1400000US26009960200,1.0
1400000US26009960300,1.0
1400000US26009960401,1.0
1400000US26009960402,1.0
1400000US26009960501,1.0
1400000US26009960502,1.0
1400000US26009960600,1.0
1400000US26009960701,1.0
1400000US26009960702,1.0
1400000US26009990000,1.0
1400000US26011970100,10.0
1400000US26011970200,10.0
1400000US26011970300,10.0
1400000US26011970400,10.0
1400000US26011970500,10.0
1400000US26011990000,10.0
1400000US26011990100,10.0
1400000US26013000100,1.0
1400000US26013000200,1.0
1400000US26013990100,1.0
1400000US26015010100,4.0
1400000US26015010200,4.0
1400000US26015010301,4.0
1400000US26015010302,4.0
1400000US26015010401,4.0
1400000US26015010403,4.0
1400000US26015010404,4.0
1400000US26015010500,4.0
1400000US26015010601,4.0
1400000US26015010602,4.0
1400000US26015010700,4.0
1400000US26015010800,4.0
1400000US26015011301,4.0
1400000US26015011302,4.0
1400000US26015011401,4.0
1400000US26015011402,4.0
1400000US26017280300,10.0
1400000US26017280400,10.0
1400000US26017280500,10.0
1400000US26017280600,10.0
1400000US26017280700,10.0
1400000US26017280800,10.0
1400000US26017280900,10.0
1400000US26017281000,10.0
1400000US26017281300,10.0
1400000US26017285100,10.0
1400000US26017285201,10.0
1400000US26017285202,10.0
1400000US26017285300,10.0
1400000US26017285400,10.0
1400000US26017285500,10.0
1400000US26017285600,10.0
1400000US26017285700,10.0
1400000US26017285800,10.0
1400000US26017285900,10.0
1400000US26017286000,10.0
1400000US26017286101,10.0
1400000US26017286102,10.0
1400000US26017286200,10.0
1400000US26017286300,10.0
1400000US26017286400,10.0
1400000US26017286500,10.0
1400000US26017286600,10.0
1400000US26017990000,10.0
1400000US26019000101,1.0
1400000US26019000102,1.0
1400000US26019000200,1.0
1400000US26019000300,1.0
1400000US26019000400,1.0
1400000US26019000500,1.0
1400000US26019990000,1.0
1400000US26021000300,2.0
1400000US26021000400,2.0
1400000US26021000500,2.0
1400000US26021000600,2.0
1400000US26021000700,2.0
1400000US26021000801,2.0
1400000US26021000802,2.0
1400000US26021000900,2.0
1400000US26021001000,2.0
1400000US26021001100,2.0
1400000US26021001300,2.0
1400000US26021001400,2.0
1400000US26021001500,2.0
1400000US26021001600,2.0
1400000US26021001700,2.0
