GEOID,new_district
1400000US17001000100,17.0
1400000US17001000201,17.0
1400000US17001000202,17.0
1400000US17001000400,17.0
1400000US17001000500,17.0
1400000US17001000600,17.0
1400000US17001000700,17.0
1400000US17001000800,17.0
1400000US17001000900,17.0
1400000US17001001001,17.0
1400000US17001001002,17.0
1400000US17001001100,17.0
1400000US17001010100,17.0
1400000US17001010200,17.0
1400000US17001010301,17.0
1400000US17001010302,17.0
1400000US17001010400,17.0
1400000US17001010500,17.0
1400000US17001010600,17.0
1400000US17003957600,12.0
1400000US17003957700,12.0
1400000US17003957800,12.0
1400000US17003957900,12.0
1400000US17005951200,13.0
1400000US17005951300,13.0
1400000US17005951400,13.0
1400000US17005951500,13.0
1400000US17007010101,16.0
1400000US17007010102,16.0
1400000US17007010200,16.0
1400000US17007010300,16.0
1400000US17007010400,16.0
1400000US17007010501,16.0
1400000US17007010502,16.0
1400000US17007010601,16.0
1400000US17007010603,16.0
1400000US17007010604,16.0
1400000US17009970400,17.0
1400000US17009970500,17.0
1400000US17011964700,17.0
1400000US17011964800,17.0
1400000US17011964900,17.0
1400000US17011965000,17.0
1400000US17011965100,17.0
1400000US17011965200,17.0
1400000US17011965300,17.0
1400000US17011965400,17.0
1400000US17011965500,17.0
1400000US17011965600,17.0
1400000US17013951200,13.0
1400000US17013951300,13.0
1400000US17015960100,16.0
1400000US17015960200,16.0
1400000US17015960300,16.0
1400000US17015960400,16.0
1400000US17015960500,16.0
1400000US17015960600,16.0
1400000US17017960100,17.0
1400000US17017960200,17.0
1400000US17017960300,17.0
1400000US17017960400,17.0
1400000US17017960500,17.0
1400000US17019000200,15.0
1400000US17019000301,15.0
1400000US17019000302,15.0
1400000US17019000401,15.0
1400000US17019000402,15.0
1400000US17019000500,15.0
1400000US17019000700,15.0
1400000US17019000800,15.0
1400000US17019000901,15.0
1400000US17019000902,15.0
1400000US17019001000,15.0
1400000US17019001100,15.0
1400000US17019001201,15.0
1400000US17019001203,15.0
1400000US17019001204,15.0
1400000US17019001205,15.0
1400000US17019001206,15.0
1400000US17019001301,15.0
1400000US17019001302,15.0
1400000US17019001400,15.0
1400000US17019005300,15.0
1400000US17019005401,15.0
1400000US17019005402,15.0
1400000US17019005500,15.0
1400000US17019005601,15.0
1400000US17019005602,15.0
1400000US17019005701,15.0
1400000US17019005702,15.0
1400000US17019005800,15.0
1400000US17019005901,15.0
1400000US17019005902,15.0
1400000US17019006000,15.0
1400000US17019010100,15.0
1400000US17019010204,15.0
1400000US17019010300,15.0
1400000US17019010400,15.0
1400000US17019010500,15.0
1400000US17019010601,15.0
1400000US17019010603,15.0
1400000US17019010604,15.0
1400000US17019010701,15.0
1400000US17019010702,15.0
1400000US17019010800,15.0
1400000US17019010901,15.0
1400000US17019010902,15.0
1400000US17019011001,15.0
1400000US17019011002,15.0
1400000US17019011100,15.0
1400000US17021958100,12.0
1400000US17021958200,12.0
1400000US17021958300,12.0
1400000US17021958400,12.0
1400000US17021958500,12.0
1400000US17021958600,12.0
1400000US17021958700,12.0
1400000US17021958800,12.0
1400000US17021958900,12.0
1400000US17021959000,12.0
1400000US17023060100,12.0
1400000US17023060200,12.0
1400000US17023060300,12.0
1400000US17023060400,12.0
1400000US17025971900,12.0
1400000US17025972000,12.0
1400000US17025972100,12.0
1400000US17025972200,12.0
1400000US17027900100,13.0
1400000US17027900200,13.0
1400000US17027900300,13.0
1400000US17027900401,13.0
1400000US17027900403,13.0
1400000US17027900404,13.0
1400000US17027900500,13.0
1400000US17027900601,13.0
1400000US17027900602,13.0
1400000US17029000100,12.0
1400000US17029000200,12.0
1400000US17029000300,12.0
1400000US17029000400,12.0
1400000US17029000500,12.0
1400000US17029000600,12.0
1400000US17029000701,12.0
1400000US17029000702,12.0
1400000US17029000800,12.0
1400000US17029000900,12.0
1400000US17029001000,12.0
1400000US17029001100,12.0
1400000US17029001200,12.0
1400000US17031010100,5.0
1400000US17031010201,5.0
1400000US17031010202,5.0
1400000US17031010300,5.0
1400000US17031010400,5.0
1400000US17031010501,5.0
1400000US17031010502,5.0
1400000US17031010503,5.0
1400000US17031010600,5.0
1400000US17031010701,5.0
1400000US17031010702,5.0
1400000US17031020100,5.0
1400000US17031020200,5.0
1400000US17031020301,5.0
1400000US17031020302,5.0
1400000US17031020400,5.0
1400000US17031020500,5.0
1400000US17031020601,5.0
1400000US17031020602,5.0
1400000US17031020701,5.0
1400000US17031020702,5.0
1400000US17031020801,5.0
1400000US17031020802,5.0
1400000US17031020901,5.0
1400000US17031020902,5.0
1400000US17031030101,5.0
1400000US17031030102,5.0
1400000US17031030103,5.0
1400000US17031030104,5.0
1400000US17031030200,5.0
1400000US17031030300,5.0
1400000US17031030400,5.0
1400000US17031030500,5.0
1400000US17031030601,5.0
1400000US17031030603,5.0
1400000US17031030604,5.0
1400000US17031030701,5.0
1400000US17031030702,5.0
1400000US17031030703,5.0
1400000US17031030706,5.0
1400000US17031030800,5.0
1400000US17031030900,5.0
1400000US17031031000,5.0
1400000US17031031100,5.0
1400000US17031031200,5.0
1400000US17031031300,5.0
1400000US17031031400,5.0
1400000US17031031501,5.0
1400000US17031031502,5.0
1400000US17031031700,5.0
1400000US17031031800,5.0
1400000US17031031900,5.0
1400000US17031032100,5.0
1400000US17031040100,5.0
1400000US17031040201,5.0
1400000US17031040202,5.0
1400000US17031040300,5.0
1400000US17031040401,5.0
1400000US17031040402,5.0
1400000US17031040600,5.0
1400000US17031040700,5.0
1400000US17031040800,5.0
1400000US17031040900,5.0
1400000US17031050100,5.0
1400000US17031050200,5.0
1400000US17031050300,5.0
1400000US17031050500,5.0
1400000US17031050600,5.0
1400000US17031050700,5.0
1400000US17031050800,5.0
1400000US17031050900,5.0
1400000US17031051000,5.0
1400000US17031051100,5.0
1400000US17031051200,5.0
1400000US17031051300,5.0
1400000US17031051400,5.0
1400000US17031060100,5.0
1400000US17031060200,5.0
1400000US17031060300,5.0
1400000US17031060400,5.0
1400000US17031060500,5.0
1400000US17031060800,5.0
1400000US17031060900,5.0
1400000US17031061000,5.0
1400000US17031061100,5.0
1400000US17031061200,5.0
1400000US17031061500,5.0
1400000US17031061800,5.0
1400000US17031061901,5.0
1400000US17031061902,5.0
1400000US17031062000,5.0
1400000US17031062100,5.0
1400000US17031062200,5.0
1400000US17031062300,5.0
1400000US17031062400,5.0
1400000US17031062500,5.0
1400000US17031062600,5.0
1400000US17031062700,5.0
1400000US17031062800,5.0
1400000US17031062900,5.0
1400000US17031063000,5.0
1400000US17031063100,5.0
1400000US17031063200,5.0
1400000US17031063301,5.0
1400000US17031063302,5.0
1400000US17031063303,5.0
1400000US17031063400,5.0
1400000US17031070101,5.0
1400000US17031070102,5.0
1400000US17031070103,5.0
1400000US17031070200,5.0
1400000US17031070300,5.0
1400000US17031070400,5.0
1400000US17031070500,5.0
1400000US17031070600,5.0
1400000US17031070700,5.0
1400000US17031071000,7.0
1400000US17031071100,7.0
1400000US17031071200,7.0
1400000US17031071300,7.0
1400000US17031071400,7.0
1400000US17031071500,7.0
1400000US17031071600,7.0
1400000US17031071700,7.0
1400000US17031071800,7.0
1400000US17031080100,7.0
1400000US17031080201,7.0
1400000US17031080202,7.0
1400000US17031080300,7.0
1400000US17031080400,7.0
1400000US17031081000,7.0
1400000US17031081100,7.0
1400000US17031081201,7.0
1400000US17031081202,7.0
1400000US17031081300,7.0
1400000US17031081401,7.0
1400000US17031081402,7.0
1400000US17031081403,7.0
1400000US17031081500,7.0
1400000US17031081600,7.0
1400000US17031081700,7.0
1400000US17031081800,7.0
1400000US17031081900,7.0
1400000US17031090100,4.0
1400000US17031090200,4.0
1400000US17031090300,4.0
1400000US17031100100,5.0
1400000US17031100200,4.0
1400000US17031100300,4.0
1400000US17031100400,4.0
1400000US17031100500,4.0
1400000US17031100600,4.0
1400000US17031100700,4.0
1400000US17031110100,5.0
1400000US17031110200,5.0
1400000US17031110300,4.0
1400000US17031110400,4.0
1400000US17031110501,5.0
1400000US17031110502,5.0
1400000US17031120100,5.0
1400000US17031120200,5.0
1400000US17031120300,5.0
1400000US17031120400,5.0
1400000US17031130100,5.0
1400000US17031130200,5.0
1400000US17031130300,5.0
1400000US17031140100,5.0
1400000US17031140200,5.0
1400000US17031140301,5.0
1400000US17031140302,5.0
1400000US17031140400,5.0
1400000US17031140500,5.0
1400000US17031140601,5.0
1400000US17031140602,5.0
1400000US17031140701,5.0
1400000US17031140702,5.0
1400000US17031140800,5.0
1400000US17031150200,5.0
1400000US17031150300,5.0
1400000US17031150401,4.0
1400000US17031150402,4.0
1400000US17031150501,4.0
1400000US17031150502,4.0
1400000US17031150600,4.0
1400000US17031150700,5.0
1400000US17031150800,5.0
1400000US17031151001,5.0
1400000US17031151002,5.0
1400000US17031151100,5.0
1400000US17031151200,4.0
1400000US17031160100,5.0
1400000US17031160200,5.0
1400000US17031160300,5.0
1400000US17031160400,5.0
1400000US17031160501,5.0
1400000US17031160502,5.0
1400000US17031160601,5.0
1400000US17031160602,5.0
1400000US17031160700,5.0
1400000US17031160800,5.0
1400000US17031160900,5.0
1400000US17031161000,5.0
1400000US17031161100,5.0
1400000US17031161200,5.0
1400000US17031161300,5.0
1400000US17031170100,4.0
1400000US17031170200,4.0
1400000US17031170300,4.0
1400000US17031170400,4.0
1400000US17031170500,4.0
1400000US17031170600,4.0
1400000US17031170700,4.0
1400000US17031170800,4.0
1400000US17031170900,4.0
1400000US17031171000,4.0
1400000US17031171100,4.0
1400000US17031180100,4.0
1400000US17031190100,5.0
1400000US17031190200,5.0
1400000US17031190300,5.0
1400000US17031190401,4.0
1400000US17031190402,4.0
1400000US17031190601,4.0
1400000US17031190602,4.0
1400000US17031190701,5.0
1400000US17031190702,5.0
1400000US17031190800,5.0
1400000US17031190900,5.0
1400000US17031191000,4.0
1400000US17031191100,4.0
1400000US17031191200,4.0
1400000US17031191301,4.0
1400000US17031191302,4.0
1400000US17031200100,5.0
1400000US17031200200,5.0
1400000US17031200300,7.0
1400000US17031200401,7.0
1400000US17031200402,7.0
1400000US17031210100,5.0
1400000US17031210400,5.0
1400000US17031210501,5.0
1400000US17031210502,5.0
1400000US17031210601,5.0
1400000US17031210602,5.0
1400000US17031210700,5.0
1400000US17031210800,5.0
1400000US17031210900,5.0
1400000US17031220300,5.0
1400000US17031220400,5.0
1400000US17031220500,5.0
1400000US17031220601,5.0
1400000US17031220602,5.0
1400000US17031220701,5.0
1400000US17031220702,5.0
1400000US17031220901,7.0
1400000US17031220902,7.0
1400000US17031221000,7.0
1400000US17031221100,7.0
1400000US17031221200,7.0
1400000US17031221300,7.0
1400000US17031221400,7.0
1400000US17031221500,7.0
1400000US17031221600,7.0
1400000US17031222200,7.0
1400000US17031222500,7.0
1400000US17031222600,7.0
1400000US17031222700,7.0
1400000US17031222800,7.0
1400000US17031222900,7.0
1400000US17031230100,7.0
1400000US17031230200,7.0
1400000US17031230300,7.0
1400000US17031230400,7.0
1400000US17031230500,7.0
1400000US17031230600,7.0
1400000US17031230700,7.0
1400000US17031230800,7.0
1400000US17031230900,7.0
1400000US17031231100,7.0
1400000US17031231200,7.0
1400000US17031231500,7.0
1400000US17031240200,7.0
1400000US17031240300,7.0
1400000US17031240500,7.0
1400000US17031240600,7.0
1400000US17031240700,7.0
1400000US17031240800,7.0
1400000US17031240900,7.0
1400000US17031241000,7.0
1400000US17031241100,7.0
1400000US17031241200,7.0
1400000US17031241300,7.0
1400000US17031241400,7.0
1400000US17031241500,7.0
1400000US17031241600,7.0
1400000US17031242000,7.0
1400000US17031242100,7.0
1400000US17031242200,7.0
1400000US17031242300,7.0
1400000US17031242400,7.0
1400000US17031242500,7.0
1400000US17031242600,7.0
1400000US17031242700,7.0
1400000US17031242800,7.0
1400000US17031242900,7.0
1400000US17031243000,7.0
1400000US17031243100,7.0
1400000US17031243200,7.0
1400000US17031243300,7.0
1400000US17031243400,7.0
1400000US17031243500,7.0
1400000US17031250200,4.0
1400000US17031250300,4.0
1400000US17031250400,4.0
1400000US17031250500,4.0
1400000US17031250600,4.0
1400000US17031250700,4.0
1400000US17031250800,4.0
1400000US17031251000,4.0
1400000US17031251100,4.0
1400000US17031251200,4.0
1400000US17031251300,4.0
1400000US17031251400,4.0
1400000US17031251500,4.0
1400000US17031251600,4.0
1400000US17031251700,4.0
1400000US17031251800,4.0
1400000US17031251900,4.0
1400000US17031252000,4.0
1400000US17031252101,4.0
