GEOID,new_district
1400000US39001770100,2.0
1400000US39001770200,2.0
1400000US39001770301,2.0
1400000US39001770302,2.0
1400000US39001770400,2.0
1400000US39001770500,2.0
1400000US39001770600,2.0
1400000US39003010100,5.0
1400000US39003010200,5.0
1400000US39003010300,5.0
1400000US39003010600,5.0
1400000US39003010801,5.0
1400000US39003010802,5.0
1400000US39003010900,5.0
1400000US39003011000,5.0
1400000US39003011200,5.0
1400000US39003011301,5.0
1400000US39003011302,5.0
1400000US39003011400,5.0
1400000US39003011500,5.0
1400000US39003011600,5.0
1400000US39003011800,5.0
1400000US39003011900,5.0
1400000US39003012000,5.0
1400000US39003012100,5.0
1400000US39003012200,5.0
1400000US39003012300,5.0
1400000US39003012400,5.0
1400000US39003012600,5.0
1400000US39003012700,5.0
1400000US39003012900,5.0
1400000US39003013000,5.0
1400000US39003013100,5.0
1400000US39003013200,5.0
1400000US39003013300,5.0
1400000US39003013400,5.0
1400000US39003013600,5.0
1400000US39003013700,5.0
1400000US39003013800,5.0
1400000US39003013900,5.0
1400000US39003014000,5.0
1400000US39003014100,5.0
1400000US39005970101,15.0
1400000US39005970102,15.0
1400000US39005970200,15.0
1400000US39005970300,15.0
1400000US39005970400,15.0
1400000US39005970500,15.0
1400000US39005970600,15.0
1400000US39005970700,15.0
1400000US39005970800,15.0
1400000US39005970900,15.0
1400000US39005971000,15.0
1400000US39005971100,15.0
1400000US39007000101,13.0
1400000US39007000102,13.0
1400000US39007000103,13.0
1400000US39007000200,13.0
1400000US39007000300,13.0
1400000US39007000400,13.0
1400000US39007000500,13.0
1400000US39007000601,13.0
1400000US39007000602,13.0
1400000US39007000603,13.0
1400000US39007000701,13.0
1400000US39007000702,13.0
1400000US39007000703,13.0
1400000US39007000704,13.0
1400000US39007000801,13.0
1400000US39007000802,13.0
1400000US39007000900,13.0
1400000US39007001001,13.0
1400000US39007001002,13.0
1400000US39007001101,13.0
1400000US39007001102,13.0
1400000US39007001201,13.0
1400000US39007001202,13.0
1400000US39007001301,13.0
1400000US39007001303,13.0
1400000US39007001304,13.0
1400000US39007001401,13.0
1400000US39007001402,13.0
1400000US39007990000,13.0
1400000US39009972600,6.0
1400000US39009972700,6.0
1400000US39009972800,6.0
1400000US39009972900,6.0
1400000US39009973000,6.0
1400000US39009973101,6.0
1400000US39009973200,6.0
1400000US39009973300,6.0
1400000US39009973400,6.0
1400000US39009973500,6.0
1400000US39009973600,6.0
1400000US39009973700,6.0
1400000US39009973800,6.0
1400000US39009973901,6.0
1400000US39009973902,6.0
1400000US39011040100,5.0
1400000US39011040200,5.0
1400000US39011040300,5.0
1400000US39011040400,5.0
1400000US39011040500,5.0
1400000US39011040600,5.0
1400000US39011040900,5.0
1400000US39011041000,5.0
1400000US39011041100,5.0
1400000US39011041201,5.0
1400000US39011041202,5.0
1400000US39013010100,6.0
1400000US39013010200,6.0
1400000US39013010300,6.0
1400000US39013010600,6.0
1400000US39013010700,6.0
1400000US39013010802,6.0
1400000US39013010901,6.0
1400000US39013010902,6.0
1400000US39013011000,6.0
1400000US39013011200,6.0
1400000US39013011300,6.0
1400000US39013011400,6.0
1400000US39013011500,6.0
1400000US39013011600,6.0
1400000US39013011700,6.0
1400000US39013011900,6.0
1400000US39013012000,6.0
1400000US39013012100,6.0
1400000US39013012201,6.0
1400000US39013012202,6.0
1400000US39013012300,6.0
1400000US39013012400,6.0
1400000US39015951201,2.0
1400000US39015951202,2.0
1400000US39015951301,2.0
1400000US39015951302,2.0
1400000US39015951400,2.0
1400000US39015951500,2.0
1400000US39015951600,2.0
1400000US39015951700,2.0
1400000US39015951800,2.0
1400000US39015951900,2.0
1400000US39017000100,8.0
1400000US39017000200,8.0
1400000US39017000300,8.0
1400000US39017000400,8.0
1400000US39017000500,8.0
1400000US39017000600,8.0
1400000US39017001001,8.0
1400000US39017001002,8.0
1400000US39017001100,8.0
1400000US39017001300,8.0
1400000US39017010102,8.0
1400000US39017010103,8.0
1400000US39017010104,8.0
1400000US39017010105,8.0
1400000US39017010106,8.0
1400000US39017010201,8.0
1400000US39017010202,8.0
1400000US39017010203,8.0
1400000US39017010301,8.0
1400000US39017010302,8.0
1400000US39017010500,8.0
1400000US39017010600,8.0
1400000US39017010800,8.0
1400000US39017010901,8.0
1400000US39017010903,8.0
1400000US39017010904,8.0
1400000US39017010906,8.0
1400000US39017010907,8.0
1400000US39017010909,8.0
1400000US39017010910,8.0
1400000US39017010911,8.0
1400000US39017010912,8.0
1400000US39017010913,8.0
1400000US39017011003,8.0
1400000US39017011004,8.0
1400000US39017011005,8.0
1400000US39017011006,8.0
1400000US39017011109,8.0
1400000US39017011110,8.0
1400000US39017011111,8.0
1400000US39017011112,8.0
1400000US39017011118,8.0
1400000US39017011120,8.0
1400000US39017011122,8.0
1400000US39017011123,8.0
1400000US39017011125,8.0
1400000US39017011126,8.0
1400000US39017011127,8.0
1400000US39017011128,8.0
1400000US39017011129,8.0
1400000US39017011130,8.0
1400000US39017011131,8.0
1400000US39017011132,8.0
1400000US39017011133,8.0
1400000US39017011134,8.0
1400000US39017011135,8.0
1400000US39017011136,8.0
1400000US39017011137,8.0
1400000US39017011200,8.0
1400000US39017011300,8.0
1400000US39017011800,8.0
1400000US39017012100,8.0
1400000US39017012200,8.0
1400000US39017012300,8.0
1400000US39017012400,8.0
1400000US39017012500,8.0
1400000US39017012600,8.0
1400000US39017012700,8.0
1400000US39017013000,8.0
1400000US39017013100,8.0
1400000US39017013200,8.0
1400000US39017013300,8.0
1400000US39017013400,8.0
1400000US39017013500,8.0
1400000US39017013600,8.0
1400000US39017013900,8.0
1400000US39017014000,8.0
1400000US39017014100,8.0
1400000US39017014300,8.0
1400000US39017014400,8.0
1400000US39017014600,8.0
1400000US39017014700,8.0
1400000US39017014800,8.0
1400000US39017014900,8.0
1400000US39017015000,8.0
1400000US39017015100,8.0
1400000US39019720100,6.0
1400000US39019720200,6.0
1400000US39019720300,6.0
1400000US39019720400,6.0
1400000US39019720500,6.0
1400000US39019720600,6.0
1400000US39019720700,6.0
1400000US39021010100,4.0
1400000US39021010200,4.0
1400000US39021010400,4.0
1400000US39021010500,4.0
1400000US39021010600,4.0
1400000US39021011001,4.0
1400000US39021011501,4.0
1400000US39021011504,4.0
1400000US39021011505,4.0
1400000US39021011506,4.0
1400000US39023000200,4.0
1400000US39023000300,4.0
1400000US39023000400,4.0
1400000US39023000500,4.0
1400000US39023000600,4.0
1400000US39023000700,4.0
1400000US39023000901,4.0
1400000US39023000902,4.0
1400000US39023001000,4.0
1400000US39023001101,4.0
1400000US39023001102,4.0
1400000US39023001200,4.0
1400000US39023001300,4.0
1400000US39023001400,4.0
1400000US39023001500,4.0
